fecha_hora_EST,fecha_hora_UTC,temperatura_agua_C,pH,conductividad_especifica_mS_cm,presion_atmosferica_hPa,hora_del_dia,radiacion_PAR_mmol_m2_15min,turbidez_FNU_NTU,oxigeno_disuelto_mg_L
2022-10-19T17:45,2022-10-19T22:45+00:00,19.8,7.9,30.19,1019,17.75,115.2,7,7.6
2022-10-19T18:00,2022-10-19T23:00+00:00,19.8,7.9,30.36,1019,18,44.7,6,7.7
2022-10-19T18:15,2022-10-19T23:15+00:00,19.8,7.9,30.37,1020,18.25,8.9,5,7.7
2022-10-19T18:30,2022-10-19T23:30+00:00,19.8,7.9,30.39,1020,18.5,0.7,6,7.5
2022-10-19T18:45,2022-10-19T23:45+00:00,19.8,7.9,30.44,1020,18.75,0,8,7.2
2022-10-19T19:00,2022-10-20T00:00+00:00,19.8,7.9,30.55,1020,19,0,9,7.5
2022-10-19T19:15,2022-10-20T00:15+00:00,19.7,7.9,30.65,1020,19.25,0,7,7.8
2022-10-19T19:30,2022-10-20T00:30+00:00,19.6,8,30.55,1020,19.5,0,6,7.9
2022-10-19T19:45,2022-10-20T00:45+00:00,19.7,8,30.68,1020,19.75,0,6,8.1
2022-10-19T20:00,2022-10-20T01:00+00:00,19.6,8,30.73,1020,20,0,6,8.1
2022-10-19T20:15,2022-10-20T01:15+00:00,19.4,8,30.67,1021,20.25,0,5,8.2
2022-10-19T20:30,2022-10-20T01:30+00:00,19.4,8,30.57,1021,20.5,0,6,8.2
2022-10-19T20:45,2022-10-20T01:45+00:00,19.3,8,30.71,1021,20.75,0,6,8.2
2022-10-19T21:00,2022-10-20T02:00+00:00,19.3,8,30.89,1021,21,0,6,8.1
2022-10-19T21:15,2022-10-20T02:15+00:00,19.3,8,30.83,1021,21.25,0,6,8.1
2022-10-19T21:30,2022-10-20T02:30+00:00,19.3,8,30.78,1021,21.5,0,6,8
2022-10-19T21:45,2022-10-20T02:45+00:00,19.1,8,30.95,1021,21.75,0,6,8.1
2022-10-19T22:00,2022-10-20T03:00+00:00,19.2,8,31.11,1021,22,0,7,7.8
2022-10-19T22:15,2022-10-20T03:15+00:00,19.2,8,31.28,1021,22.25,0,6,7.7
2022-10-19T22:30,2022-10-20T03:30+00:00,19.2,7.9,31.3,1022,22.5,0,6,7.5
2022-10-19T22:45,2022-10-20T03:45+00:00,19.2,7.9,31.29,1022,22.75,0,7,7.2
2022-10-19T23:00,2022-10-20T04:00+00:00,19,7.9,31.14,1021,23,0,6,7.3
2022-10-19T23:15,2022-10-20T04:15+00:00,19,7.9,31.21,1021,23.25,0,5,7.4
2022-10-19T23:30,2022-10-20T04:30+00:00,19.2,7.9,31.52,1021,23.5,0,5,7.5
2022-10-19T23:45,2022-10-20T04:45+00:00,19.1,7.9,31.48,1021,23.75,0,5,7.2
2022-10-20T00:00,2022-10-20T05:00+00:00,19,7.9,31.43,1021,0,0,5,7.1
2022-10-20T00:15,2022-10-20T05:15+00:00,18.9,7.9,31.4,1021,0.25,0,5,7.2
2022-10-20T00:30,2022-10-20T05:30+00:00,19,7.9,31.49,1021,0.5,0,5,7.2
2022-10-20T00:45,2022-10-20T05:45+00:00,19,7.9,31.48,1021,0.75,0,5,7
2022-10-20T01:00,2022-10-20T06:00+00:00,18.8,7.9,31.42,1021,1,0,5,7
2022-10-20T01:15,2022-10-20T06:15+00:00,18.7,7.9,31.44,1021,1.25,0,6,7
2022-10-20T01:30,2022-10-20T06:30+00:00,18.7,7.9,31.6,1021,1.5,0,7,7.3
2022-10-20T01:45,2022-10-20T06:45+00:00,18.7,7.9,31.68,1021,1.75,0,6,7.4
2022-10-20T02:00,2022-10-20T07:00+00:00,18.6,7.9,31.83,1021,2,0,7,7.4
2022-10-20T02:15,2022-10-20T07:15+00:00,18.7,7.9,31.93,1021,2.25,0,9,7.2
2022-10-20T02:30,2022-10-20T07:30+00:00,18.6,7.9,31.99,1021,2.5,0,7,7.1
2022-10-20T02:45,2022-10-20T07:45+00:00,18.6,7.9,31.99,1021,2.75,0,8,6.9
2022-10-20T03:00,2022-10-20T08:00+00:00,18.6,7.9,31.96,1021,3,0,6,6.8
2022-10-20T03:15,2022-10-20T08:15+00:00,18.6,7.8,31.97,1021,3.25,0,6,6.4
2022-10-20T03:30,2022-10-20T08:30+00:00,18.6,7.8,31.96,1021,3.5,0,5,6
2022-10-20T03:45,2022-10-20T08:45+00:00,18.6,7.7,31.95,1021,3.75,0,5,5.8
2022-10-20T04:00,2022-10-20T09:00+00:00,18.6,7.7,31.95,1021,4,0,6,5.6
2022-10-20T04:15,2022-10-20T09:15+00:00,18.6,7.7,31.97,1021,4.25,0,5,5.8
2022-10-20T04:30,2022-10-20T09:30+00:00,18.6,7.8,31.98,1021,4.5,0,5,6.2
2022-10-20T04:45,2022-10-20T09:45+00:00,18.6,7.8,31.96,1021,4.75,0,5,6.3
2022-10-20T05:00,2022-10-20T10:00+00:00,18.6,7.8,31.97,1021,5,0,5,6.2
2022-10-20T05:15,2022-10-20T10:15+00:00,18.7,7.8,32.05,1021,5.25,0,5,6.4
2022-10-20T05:30,2022-10-20T10:30+00:00,18.7,7.8,32.13,1021,5.5,0,5,6.3
2022-10-20T05:45,2022-10-20T10:45+00:00,18.7,7.8,32.12,1021,5.75,0,5,6
2022-10-20T08:00,2022-10-20T13:00+00:00,17.6,8,31.98,1021,8,323.7,8,7.5
2022-10-20T08:15,2022-10-20T13:15+00:00,17.9,8,32,1021,8.25,414.5,7,7.5
2022-10-20T08:30,2022-10-20T13:30+00:00,17.9,8,32.03,1021,8.5,506.4,5,7.6
2022-10-20T08:45,2022-10-20T13:45+00:00,17.8,8,32.03,1022,8.75,597.9,5,7.7
2022-10-20T09:00,2022-10-20T14:00+00:00,17.7,8.1,31.99,1022,9,688.5,5,7.7
2022-10-20T09:15,2022-10-20T14:15+00:00,17.7,8.1,32.01,1022,9.25,775.3,5,7.8
2022-10-20T09:30,2022-10-20T14:30+00:00,17.7,8.1,32.05,1022,9.5,856.8,6,7.8
2022-10-20T09:45,2022-10-20T14:45+00:00,17.7,8.1,32.08,1022,9.75,934.5,6,7.9
2022-10-20T10:00,2022-10-20T15:00+00:00,17.6,8.1,32.07,1022,10,1008.5,5,8
2022-10-20T10:15,2022-10-20T15:15+00:00,17.7,8.1,32.13,1022,10.25,1073.9,5,8
2022-10-20T10:30,2022-10-20T15:30+00:00,17.7,8.1,32.15,1022,10.5,1129.2,5,8
2022-10-20T10:45,2022-10-20T15:45+00:00,17.7,8.1,32.12,1022,10.75,1182.4,6,8
2022-10-20T11:00,2022-10-20T16:00+00:00,17.7,8.1,32.1,1022,11,1240.4,7,8
2022-10-20T11:15,2022-10-20T16:15+00:00,17.7,8.1,32.11,1021,11.25,1286.6,8,8
2022-10-20T11:30,2022-10-20T16:30+00:00,17.7,8.1,32.13,1021,11.5,1324.4,9,7.9
2022-10-20T11:45,2022-10-20T16:45+00:00,17.7,8.1,32.14,1021,11.75,1348.4,7,7.9
2022-10-20T12:00,2022-10-20T17:00+00:00,17.8,8.1,32.18,1021,12,1362.6,8,8
2022-10-20T12:15,2022-10-20T17:15+00:00,17.8,8.1,32.2,1021,12.25,1377.6,8,7.9
2022-10-20T12:30,2022-10-20T17:30+00:00,17.9,8.1,32.2,1020,12.5,1381.5,6,8.3
2022-10-20T12:45,2022-10-20T17:45+00:00,18.1,8.1,32.33,1020,12.75,1379.9,7,8.6
2022-10-20T13:00,2022-10-20T18:00+00:00,18.1,8.1,32.34,1020,13,1366,6,8.5
2022-10-20T13:15,2022-10-20T18:15+00:00,18.2,8.1,32.34,1019,13.25,1345.2,8,8.1
2022-10-20T13:30,2022-10-20T18:30+00:00,18.2,8.1,32.36,1019,13.5,1321.7,6,8.2
2022-10-20T13:45,2022-10-20T18:45+00:00,18.4,8.2,32.4,1019,13.75,1292.1,7,8.7
2022-10-20T14:00,2022-10-20T19:00+00:00,18.3,8.2,32.35,1019,14,1255.4,5,8.8
2022-10-20T14:15,2022-10-20T19:15+00:00,18.4,8.2,32.42,1018,14.25,1211.5,6,8.9
2022-10-20T14:30,2022-10-20T19:30+00:00,18.5,8.2,32.42,1018,14.5,1160.4,6,8.9
2022-10-20T14:45,2022-10-20T19:45+00:00,18.6,8.2,32.37,1018,14.75,1104.2,8,9.1
2022-10-20T15:00,2022-10-20T20:00+00:00,18.6,8.2,32.15,1018,15,1041.7,6,9
2022-10-20T15:15,2022-10-20T20:15+00:00,18.6,8.2,32.18,1018,15.25,972.3,7,9
2022-10-20T15:30,2022-10-20T20:30+00:00,18.6,8.2,32.14,1018,15.5,899.7,7,8.9
2022-10-20T15:45,2022-10-20T20:45+00:00,18.9,8.2,32.01,1017,15.75,821.2,8,9
2022-10-20T16:00,2022-10-20T21:00+00:00,19.2,8.2,31.84,1017,16,739.1,7,8.9
2022-10-20T16:15,2022-10-20T21:15+00:00,19.3,8.1,31.72,1017,16.25,652.2,6,8.7
2022-10-20T16:30,2022-10-20T21:30+00:00,19.3,8.1,31.65,1017,16.5,562.7,6,8.6
2022-10-20T16:45,2022-10-20T21:45+00:00,19.3,8.1,31.63,1017,16.75,470,5,8.6
2022-10-20T17:00,2022-10-20T22:00+00:00,19.4,8.1,31.67,1017,17,374.4,6,8.7
2022-10-20T17:15,2022-10-20T22:15+00:00,19.4,8.1,31.65,1017,17.25,278.4,5,8.7
2022-10-20T17:30,2022-10-20T22:30+00:00,19.5,8.1,31.44,1017,17.5,188.8,7,8.7
2022-10-20T17:45,2022-10-20T22:45+00:00,19.5,8.2,31.29,1017,17.75,104.7,6,8.9
2022-10-20T18:00,2022-10-20T23:00+00:00,19.5,8.2,31.29,1017,18,39.8,6,8.9
2022-10-20T18:15,2022-10-20T23:15+00:00,19.5,8.1,31.41,1017,18.25,7.7,6,8.8
2022-10-20T18:30,2022-10-20T23:30+00:00,19.5,8.1,31.4,1017,18.5,0.5,7,8.8
2022-10-20T18:45,2022-10-20T23:45+00:00,19.5,8.1,31.4,1017,18.75,0,6,8.8
2022-10-20T19:00,2022-10-21T00:00+00:00,19.4,8.1,31.39,1017,19,0,5,8.7
2022-10-20T19:15,2022-10-21T00:15+00:00,19.4,8.1,31.4,1017,19.25,0,5,8.6
2022-10-20T19:30,2022-10-21T00:30+00:00,19.4,8.1,31.42,1018,19.5,0,5,8.5
2022-10-20T19:45,2022-10-21T00:45+00:00,19.4,8.1,31.44,1018,19.75,0,6,8.2
2022-10-20T20:00,2022-10-21T01:00+00:00,19.4,8.1,31.46,1018,20,0,6,7.9
2022-10-20T20:15,2022-10-21T01:15+00:00,19.4,8.1,31.44,1018,20.25,0,5,8.1
2022-10-20T20:30,2022-10-21T01:30+00:00,19.3,8.1,31.31,1018,20.5,0,4,8.4
2022-10-20T20:45,2022-10-21T01:45+00:00,19.1,8.1,31.24,1018,20.75,0,5,8.5
2022-10-20T21:00,2022-10-21T02:00+00:00,19,8.1,31.28,1018,21,0,5,8.7
2022-10-20T21:15,2022-10-21T02:15+00:00,19,8.1,31.21,1018,21.25,0,5,8.7
2022-10-20T21:30,2022-10-21T02:30+00:00,18.9,8.1,31.18,1018,21.5,0,5,8.7
2022-10-20T21:45,2022-10-21T02:45+00:00,18.8,8.1,31.29,1018,21.75,0,4,8.5
2022-10-20T22:00,2022-10-21T03:00+00:00,18.8,8.1,31.32,1018,22,0,5,8.5
2022-10-20T22:15,2022-10-21T03:15+00:00,18.7,8.1,31.44,1018,22.25,0,5,8.5
2022-10-20T22:30,2022-10-21T03:30+00:00,18.6,8.1,31.5,1019,22.5,0,5,8.6
2022-10-20T22:45,2022-10-21T03:45+00:00,18.5,8.1,31.6,1019,22.75,0,5,8.6
2022-10-20T23:00,2022-10-21T04:00+00:00,18.4,8.1,31.66,1019,23,0,5,8.4
2022-10-20T23:15,2022-10-21T04:15+00:00,18.3,8.1,31.75,1019,23.25,0,5,8.4
2022-10-20T23:30,2022-10-21T04:30+00:00,18.3,8.1,31.78,1018,23.5,0,5,8.3
2022-10-20T23:45,2022-10-21T04:45+00:00,18.2,8.1,31.83,1018,23.75,0,5,8.3
2022-10-21T00:00,2022-10-21T05:00+00:00,18.1,8.1,31.89,1018,0,0,5,8.3
2022-10-21T00:15,2022-10-21T05:15+00:00,17.9,8.1,31.98,1018,0.25,0,5,8.3
2022-10-21T00:30,2022-10-21T05:30+00:00,17.8,8.1,32.02,1018,0.5,0,5,8.4
2022-10-21T00:45,2022-10-21T05:45+00:00,17.8,8.1,32.05,1018,0.75,0,5,8.3
2022-10-21T01:00,2022-10-21T06:00+00:00,17.8,8.1,32.04,1018,1,0,5,8.3
2022-10-21T01:15,2022-10-21T06:15+00:00,17.9,8.1,32.02,1018,1.25,0,5,8.3
2022-10-21T01:30,2022-10-21T06:30+00:00,17.9,8.1,32.03,1018,1.5,0,5,8
2022-10-21T01:45,2022-10-21T06:45+00:00,18,8.1,32.04,1018,1.75,0,5,7.7
2022-10-21T02:00,2022-10-21T07:00+00:00,18,8.1,32.03,1018,2,0,6,7.8
2022-10-21T02:15,2022-10-21T07:15+00:00,18,8.1,32.03,1018,2.25,0,5,7.9
2022-10-21T02:30,2022-10-21T07:30+00:00,17.9,8.1,32.03,1018,2.5,0,5,7.9
2022-10-21T02:45,2022-10-21T07:45+00:00,17.9,8.1,32.04,1018,2.75,0,4,8
2022-10-21T03:00,2022-10-21T08:00+00:00,17.9,8.1,32.05,1018,3,0,5,8.2
2022-10-21T03:15,2022-10-21T08:15+00:00,17.8,8.1,32.05,1018,3.25,0,5,8.2
2022-10-21T03:30,2022-10-21T08:30+00:00,17.7,8.1,32.04,1018,3.5,0,5,8.2
2022-10-21T03:45,2022-10-21T08:45+00:00,17.7,8.1,32.03,1018,3.75,0,5,8.2
2022-10-21T04:00,2022-10-21T09:00+00:00,17.7,8.1,32.01,1018,4,0,5,8.1
2022-10-21T04:15,2022-10-21T09:15+00:00,17.8,8.1,31.97,1018,4.25,0,4,8.2
2022-10-21T04:30,2022-10-21T09:30+00:00,17.8,8.1,31.94,1018,4.5,0,5,8.1
2022-10-21T04:45,2022-10-21T09:45+00:00,17.8,8.1,31.88,1019,4.75,0,5,8.1
2022-10-21T05:00,2022-10-21T10:00+00:00,17.9,8.1,31.82,1019,5,0,4,8
2022-10-21T05:15,2022-10-21T10:15+00:00,18,8.1,31.72,1019,5.25,0,5,8
2022-10-21T05:30,2022-10-21T10:30+00:00,18,8.1,31.69,1019,5.5,0,5,8.1
2022-10-21T05:45,2022-10-21T10:45+00:00,18,8.1,31.66,1019,5.75,0,5,8
2022-10-21T06:00,2022-10-21T11:00+00:00,18,8.1,31.67,1019,6,0,4,8
2022-10-21T06:15,2022-10-21T11:15+00:00,17.9,8.1,31.69,1019,6.25,0,5,8
2022-10-21T06:30,2022-10-21T11:30+00:00,17.7,8.1,31.69,1020,6.5,0.2,4,8
2022-10-21T06:45,2022-10-21T11:45+00:00,17.6,8.1,31.71,1020,6.75,4.2,4,8
2022-10-21T07:00,2022-10-21T12:00+00:00,17.6,8.1,31.71,1020,7,22.9,4,8
2022-10-21T07:15,2022-10-21T12:15+00:00,17.5,8.1,31.71,1020,7.25,73.3,4,8
2022-10-21T07:30,2022-10-21T12:30+00:00,17.4,8.1,31.7,1020,7.5,141.9,5,7.8
2022-10-21T07:45,2022-10-21T12:45+00:00,17.4,8.1,31.68,1020,7.75,219.9,5,7.8
2022-10-21T08:00,2022-10-21T13:00+00:00,17.3,8.1,31.64,1020,8,305.8,4,7.8
2022-10-21T08:15,2022-10-21T13:15+00:00,17.3,8.1,31.55,1020,8.25,395.9,4,7.9
2022-10-21T08:30,2022-10-21T13:30+00:00,17.3,8.1,31.49,1021,8.5,488.4,4,8
2022-10-21T08:45,2022-10-21T13:45+00:00,17.4,8.1,31.43,1021,8.75,580.6,4,8
2022-10-21T09:00,2022-10-21T14:00+00:00,17.4,8.1,31.32,1021,9,666.1,5,8.1
2022-10-21T09:15,2022-10-21T14:15+00:00,17.3,8.1,31.22,1021,9.25,749.5,5,8.1
2022-10-21T09:30,2022-10-21T14:30+00:00,17.4,8.1,31.34,1021,9.5,836.6,5,8.2
2022-10-21T09:45,2022-10-21T14:45+00:00,17.5,8.1,31.35,1021,9.75,917.5,5,8.2
2022-10-21T10:00,2022-10-21T15:00+00:00,17.5,8.1,31.28,1021,10,987.3,5,8.2
2022-10-21T10:15,2022-10-21T15:15+00:00,17.5,8.1,31.21,1021,10.25,1056.9,5,8.2
2022-10-21T10:30,2022-10-21T15:30+00:00,17.5,8.1,31.22,1021,10.5,1117,5,8.3
2022-10-21T10:45,2022-10-21T15:45+00:00,17.6,8.1,31.22,1021,10.75,1170.9,4,8.4
2022-10-21T11:00,2022-10-21T16:00+00:00,17.6,8.1,31.19,1021,11,1222.3,5,8.3
2022-10-21T11:15,2022-10-21T16:15+00:00,17.7,8.1,31.13,1021,11.25,1265.8,5,8.2
2022-10-21T11:30,2022-10-21T16:30+00:00,17.7,8.1,31.1,1021,11.5,1300.7,5,8.2
2022-10-21T11:45,2022-10-21T16:45+00:00,17.7,8.1,31.09,1021,11.75,1324.8,5,8.3
2022-10-21T12:00,2022-10-21T17:00+00:00,17.7,8.1,31.05,1021,12,1345.2,5,8.4
2022-10-21T12:15,2022-10-21T17:15+00:00,17.7,8.1,31.02,1020,12.25,1357.3,5,8.4
2022-10-21T12:30,2022-10-21T17:30+00:00,17.8,8.1,31,1020,12.5,1363.4,5,8.4
2022-10-21T12:45,2022-10-21T17:45+00:00,17.8,8.1,31,1020,12.75,1366.4,5,8.2
2022-10-21T13:00,2022-10-21T18:00+00:00,17.8,8.1,30.99,1020,13,1355.2,5,8.3
2022-10-21T13:15,2022-10-21T18:15+00:00,17.8,8.2,31,1019,13.25,1336.6,6,8.5
2022-10-21T13:30,2022-10-21T18:30+00:00,17.9,8.2,31.04,1019,13.5,1313.2,6,8.9
2022-10-21T13:45,2022-10-21T18:45+00:00,17.9,8.2,31.11,1019,13.75,1280.2,6,9
2022-10-21T14:00,2022-10-21T19:00+00:00,17.9,8.2,31.15,1019,14,1243.5,5,9.1
2022-10-21T14:15,2022-10-21T19:15+00:00,18,8.2,31.24,1019,14.25,1198.7,5,9
2022-10-21T14:30,2022-10-21T19:30+00:00,18,8.2,31.3,1018,14.5,1148.9,5,9
2022-10-21T14:45,2022-10-21T19:45+00:00,18.1,8.2,31.32,1018,14.75,1092.1,5,9
2022-10-21T15:00,2022-10-21T20:00+00:00,18.2,8.2,31.34,1018,15,1030.5,4,8.9
2022-10-21T15:15,2022-10-21T20:15+00:00,18.7,8.2,31.5,1018,15.25,960.5,5,8.9
2022-10-21T15:30,2022-10-21T20:30+00:00,19,8.2,31.58,1018,15.5,884.7,5,9
2022-10-21T15:45,2022-10-21T20:45+00:00,18.8,8.2,31.49,1018,15.75,807.8,6,9
2022-10-21T16:00,2022-10-21T21:00+00:00,18.6,8.2,31.39,1018,16,720.9,5,9
2022-10-21T16:15,2022-10-21T21:15+00:00,18.4,8.2,31.3,1018,16.25,633.4,5,9.2
2022-10-21T16:30,2022-10-21T21:30+00:00,18.4,8.2,31.28,1018,16.5,542.5,5,9.2
2022-10-21T16:45,2022-10-21T21:45+00:00,18.6,8.2,31.28,1018,16.75,448,5,9.2
2022-10-21T17:00,2022-10-21T22:00+00:00,19,8.2,31.28,1018,17,353.3,5,9.2
2022-10-21T17:15,2022-10-21T22:15+00:00,19.1,8.2,31.26,1018,17.25,261.3,5,9.2
2022-10-21T17:30,2022-10-21T22:30+00:00,19,8.2,31.25,1018,17.5,176.8,6,9.2
2022-10-21T17:45,2022-10-21T22:45+00:00,19,8.2,31.25,1018,17.75,100.1,5,9.3
2022-10-21T18:00,2022-10-21T23:00+00:00,19.1,8.2,31.24,1018,18,35,5,9.2
2022-10-21T18:15,2022-10-21T23:15+00:00,19.2,8.2,31.21,1018,18.25,6.4,5,9.2
2022-10-21T18:30,2022-10-21T23:30+00:00,19.3,8.2,31.17,1019,18.5,0.4,6,9.2
2022-10-21T18:45,2022-10-21T23:45+00:00,19.3,8.2,31.15,1019,18.75,0,6,9.2
2022-10-21T19:00,2022-10-22T00:00+00:00,19.3,8.2,31.17,1019,19,0,5,9.2
2022-10-21T19:15,2022-10-22T00:15+00:00,19.2,8.2,31.17,1019,19.25,0,5,9.2
2022-10-21T19:30,2022-10-22T00:30+00:00,19.3,8.2,31.14,1019,19.5,0,4,9.1
2022-10-21T19:45,2022-10-22T00:45+00:00,19.3,8.2,31.11,1019,19.75,0,4,9
2022-10-21T20:00,2022-10-22T01:00+00:00,19.3,8.1,31.09,1019,20,0,4,8.8
2022-10-21T20:15,2022-10-22T01:15+00:00,19.3,8.1,31.09,1020,20.25,0,5,8.5
2022-10-21T20:30,2022-10-22T01:30+00:00,19.3,8.1,31.09,1020,20.5,0,4,8.5
2022-10-21T20:45,2022-10-22T01:45+00:00,19.3,8.1,31.07,1020,20.75,0,4,8.7
2022-10-21T21:00,2022-10-22T02:00+00:00,19.2,8.1,31.04,1020,21,0,4,8.8
2022-10-21T21:15,2022-10-22T02:15+00:00,19.1,8.2,31.03,1020,21.25,0,4,8.9
2022-10-21T21:30,2022-10-22T02:30+00:00,19.1,8.1,31.05,1020,21.5,0,4,8.8
2022-10-21T21:45,2022-10-22T02:45+00:00,19,8.2,31.04,1020,21.75,0,4,9
2022-10-21T22:00,2022-10-22T03:00+00:00,19,8.2,31.04,1020,22,0,4,9
2022-10-21T22:15,2022-10-22T03:15+00:00,18.9,8.2,31.05,1020,22.25,0,4,8.9
2022-10-21T22:30,2022-10-22T03:30+00:00,19,8.2,31.1,1020,22.5,0,4,8.9
2022-10-21T22:45,2022-10-22T03:45+00:00,18.8,8.2,31.03,1020,22.75,0,4,8.9
2022-10-21T23:00,2022-10-22T04:00+00:00,18.8,8.2,31.05,1020,23,0,4,8.9
2022-10-21T23:15,2022-10-22T04:15+00:00,18.7,8.2,30.95,1020,23.25,0,4,8.9
2022-10-21T23:30,2022-10-22T04:30+00:00,18.6,8.2,30.85,1020,23.5,0,4,8.9
2022-10-21T23:45,2022-10-22T04:45+00:00,18.7,8.2,30.84,1020,23.75,0,4,8.9
2022-10-22T00:00,2022-10-22T05:00+00:00,18.7,8.2,30.83,1020,0,0,4,8.9
2022-10-22T00:15,2022-10-22T05:15+00:00,18.7,8.2,30.85,1019,0.25,0,4,8.9
2022-10-22T00:30,2022-10-22T05:30+00:00,18.6,8.2,30.87,1019,0.5,0,4,8.9
2022-10-22T00:45,2022-10-22T05:45+00:00,18.6,8.2,30.99,1019,0.75,0,4,8.7
2022-10-22T01:00,2022-10-22T06:00+00:00,18.6,8.2,31.08,1019,1,0,4,8.6
2022-10-22T01:15,2022-10-22T06:15+00:00,18.6,8.2,31.13,1019,1.25,0,4,8.6
2022-10-22T01:30,2022-10-22T06:30+00:00,18.6,8.1,31.14,1019,1.5,0,4,8.5
2022-10-22T01:45,2022-10-22T06:45+00:00,18.6,8.1,31.16,1019,1.75,0,4,8.3
2022-10-22T02:00,2022-10-22T07:00+00:00,18.6,8.1,31.16,1019,2,0,4,8.1
2022-10-22T02:15,2022-10-22T07:15+00:00,18.6,8.1,31.09,1019,2.25,0,4,7.9
2022-10-22T02:30,2022-10-22T07:30+00:00,18.6,8.1,30.9,1019,2.5,0,4,8.4
2022-10-22T02:45,2022-10-22T07:45+00:00,18.7,8.2,30.88,1019,2.75,0,4,8.5
2022-10-22T03:00,2022-10-22T08:00+00:00,18.6,8.1,31.08,1019,3,0,4,8.3
2022-10-22T03:15,2022-10-22T08:15+00:00,18.6,8.2,31.04,1019,3.25,0,4,8.5
2022-10-22T03:30,2022-10-22T08:30+00:00,18.6,8.2,31.05,1019,3.5,0,5,8.6
2022-10-22T03:45,2022-10-22T08:45+00:00,18.6,8.2,31.04,1019,3.75,0,5,8.6
2022-10-22T04:00,2022-10-22T09:00+00:00,18.6,8.2,31.04,1019,4,0,4,8.6
2022-10-22T04:15,2022-10-22T09:15+00:00,18.6,8.2,31.03,1019,4.25,0,4,8.6
2022-10-22T04:30,2022-10-22T09:30+00:00,18.6,8.2,30.89,1019,4.5,0,4,8.6
2022-10-22T04:45,2022-10-22T09:45+00:00,18.4,8.2,30.81,1019,4.75,0,4,8.6
2022-10-22T05:00,2022-10-22T10:00+00:00,18.4,8.1,30.75,1020,5,0,4,8.6
2022-10-22T05:15,2022-10-22T10:15+00:00,18.5,8.1,30.91,1020,5.25,0,4,8.6
2022-10-22T05:30,2022-10-22T10:30+00:00,18.6,8.1,30.93,1020,5.5,0,4,8.5
2022-10-22T05:45,2022-10-22T10:45+00:00,18.5,8.1,30.87,1020,5.75,0,4,8.5
2022-10-22T06:00,2022-10-22T11:00+00:00,18.5,8.1,30.83,1020,6,0,4,8.5
2022-10-22T06:15,2022-10-22T11:15+00:00,18.3,8.1,30.72,1020,6.25,0,4,8.5
2022-10-22T06:30,2022-10-22T11:30+00:00,18.1,8.1,30.64,1020,6.5,0.2,4,8.6
2022-10-22T06:45,2022-10-22T11:45+00:00,18.2,8.1,30.71,1020,6.75,4,4,8.5
2022-10-22T07:00,2022-10-22T12:00+00:00,18.1,8.1,30.68,1020,7,23.5,4,8.5
2022-10-22T07:15,2022-10-22T12:15+00:00,18.1,8.1,30.69,1021,7.25,71.5,5,8.4
2022-10-22T07:30,2022-10-22T12:30+00:00,18.2,8.1,30.72,1021,7.5,141.9,4,8.2
2022-10-22T07:45,2022-10-22T12:45+00:00,18.2,8.1,30.72,1021,7.75,223.8,5,8
2022-10-22T08:00,2022-10-22T13:00+00:00,18.3,8.1,30.76,1021,8,310.4,6,7.8
2022-10-22T08:15,2022-10-22T13:15+00:00,18.3,8,30.68,1021,8.25,400,5,7.9
2022-10-22T08:30,2022-10-22T13:30+00:00,18.2,8,30.69,1021,8.5,491,6,7.8
2022-10-22T08:45,2022-10-22T13:45+00:00,18.2,8.1,30.66,1022,8.75,581.5,6,8.1
2022-10-22T09:00,2022-10-22T14:00+00:00,18.2,8.1,30.58,1022,9,671.4,5,8.2
2022-10-22T09:15,2022-10-22T14:15+00:00,18.1,8.1,30.49,1022,9.25,757.6,5,8.4
2022-10-22T09:30,2022-10-22T14:30+00:00,18.2,8.1,30.49,1022,9.5,838.5,7,8.5
2022-10-22T09:45,2022-10-22T14:45+00:00,18.1,8.1,30.36,1022,9.75,915.7,6,8.6
2022-10-22T10:00,2022-10-22T15:00+00:00,18.3,8.1,30.43,1022,10,988.8,6,8.6
2022-10-22T10:15,2022-10-22T15:15+00:00,18.3,8.2,30.36,1022,10.25,1055,6,8.7
2022-10-22T10:30,2022-10-22T15:30+00:00,18.4,8.2,30.29,1022,10.5,1117.4,5,8.8
2022-10-22T10:45,2022-10-22T15:45+00:00,18.4,8.2,30.3,1022,10.75,1173.4,5,8.9
2022-10-22T11:00,2022-10-22T16:00+00:00,18.5,8.2,30.33,1022,11,1220.5,5,8.8
2022-10-22T11:15,2022-10-22T16:15+00:00,18.5,8.2,30.32,1022,11.25,1261.9,6,8.9
2022-10-22T11:30,2022-10-22T16:30+00:00,18.7,8.2,30.33,1022,11.5,1295.1,5,8.9
2022-10-22T11:45,2022-10-22T16:45+00:00,18.8,8.2,30.3,1022,11.75,1320.4,6,9
2022-10-22T12:00,2022-10-22T17:00+00:00,18.7,8.2,30.2,1022,12,1342.2,6,9
2022-10-22T12:15,2022-10-22T17:15+00:00,18.7,8.2,30.09,1021,12.25,1354.2,6,9
2022-10-22T12:30,2022-10-22T17:30+00:00,18.7,8.2,30,1021,12.5,1358.6,5,9
2022-10-22T12:45,2022-10-22T17:45+00:00,18.7,8.2,29.93,1021,12.75,1357.4,7,9.1
2022-10-22T13:00,2022-10-22T18:00+00:00,18.7,8.2,29.9,1021,13,1347.8,7,9
